"Code","Description","Parent"
"16232","silničními dopr. prostředky","1623"
"16233","kolejovými dopr. prostředky","1623"
"16234","lanovkou","1623"
"16235","těžebními stroji","1623"
"16236","transportéry","1623"
"16239","ostatní","1623"
"1624","na vzdálenost od 1 do 2 km","162"
"16241","ručně","1624"
"16242","silničními dopr. prostředky","1624"
"16243","kolejovými dopr. prostředky","1624"
"16244","lanovkou","1624"
"16245","těžebními stroji","1624"
"16246","transportéry","1624"
"16249","ostatní","1624"
"1625","na vzdálenost od 2 do 3 km","162"
"16251","ručně","1625"
"16252","silničními dopr. prostředky","1625"
"16253","kolejovými dopr. prostředky","1625"
"16254","lanovkou","1625"
"16255","těžebními stroji","1625"
"16256","transportéry","1625"
"16259","ostatní","1625"
"1626","na vzdálenost od 3 do 5 km","162"
"16261","ručně","1626"
"16262","silničními dopr. prostředky","1626"
"16263","kolejovými dopr. prostředky","1626"
"16264","lanovkou","1626"
"16265","těžebními stroji","1626"
"16266","transportéry","1626"
"16269","ostatní","1626"
"1627","na vzdálenost přes 5 km","162"
"16271","ručně","1627"
"16272","silničními dopr. prostředky","1627"
"16273","kolejovými dopr. prostředky","1627"
"16274","lanovkou","1627"
"16275","těžebními stroji","1627"
"16276","transportéry","1627"
"16279","ostatní","1627"
"163","vodorovné pod zemí","16"
"1631","prostá manipulace","163"
"16311","ručně","1631"
"16312","silničními dopr. prostředky","1631"
"16313","kolejovými dopr. prostředky","1631"
"16314","lanovkou","1631"
"16315","těžebními stroji","1631"
"16316","transportéry","1631"
"16319","ostatní","1631"
"1632","na vzdálenost do 100 m","163"
"16321","ručně","1632"
"16322","silničními dopr. prostředky","1632"
"16323","kolejovými dopr. prostředky","1632"
"16324","lanovkou","1632"
"16325","těžebními stroji","1632"
"16326","transportéry","1632"
"16329","ostatní","1632"
"1633","na vzdálenost od 100 do 1000 m","163"
"16331","ručně","1633"
"16332","silničními dopr. prostředky","1633"
"16333","kolejovými dopr. prostředky","1633"
"16334","lanovkou","1633"
"16335","těžebními stroji","1633"
"16336","transportéry","1633"
"16339","ostatní","1633"
"1634","na vzdálenost od 1 do 2 km","163"
"16341","ručně","1634"
"16342","silničními dopr. prostředky","1634"
"16343","kolejovými dopr. prostředky","1634"
"16344","lanovkou","1634"
"16345","těžebními stroji","1634"
"16346","transportéry","1634"
"16349","ostatní","1634"
"1635","na vzdálenost od 2 do 3 km","163"
"16351","ručně","1635"
"16352","silničními dopr. prostředky","1635"
"16353","kolejovými dopr. prostředky","1635"
"16354","lanovkou","1635"
"16355","těžebními stroji","1635"
"16356","transportéry","1635"
"16359","ostatní","1635"
"1636","na vzdálenost od 3 do 5 km","163"
"16361","ručně","1636"
"16362","silničními dopr. prostředky","1636"
